id	label	description	url	x	y	cluster	weight<Links>	weight<Total link strength>	weight<Citations>	weight<Norm. citations>	score<Pub. year>	score<Citations>	score<Norm. citations>
226	wu (2025)	"<table><tr><td>Authors:</td><td>wu, zhaoning; wang, jiechen; wu, he; li, siqing; dai, wenyu</td></tr><tr><td>Title:</td><td>gnn-sdm: a graph neural network-based framework integrating complex landscape patterns into species distribution modelling</td></tr><tr><td>Source:</td><td>global ecology and biogeography, 34(11)</td></tr><tr><td>Year:</td><td>2025</td></tr></table>"	https://doi.org/10.1111/geb.70162	0.5311	0.6343	2	342	1465	2	1	2025	2	1
227	deomurari (2023)	"<table><tr><td>Authors:</td><td>deomurari, arpit; sharma, ajay; ghose, dipankar; singh, randeep</td></tr><tr><td>Title:</td><td>potential range map dataset of indian birds</td></tr><tr><td>Source:</td><td>data, 8(9)</td></tr><tr><td>Year:</td><td>2023</td></tr></table>"	https://doi.org/10.3390/data8090144	0.3909	-0.3351	2	344	3019	1	0.0726	2023	1	0.0726
228	biaou (2023)	"<table><tr><td>Authors:</td><td>biaou, severin; gouwakinnou, gerard nounagnon; noulekoun, florent; salako, kolawole valere; kpoviwanou, jesugnon marie reine houndjo; houehanou, thierry dehouegnon; biaou, honore samadori sorotori</td></tr><tr><td>Title:</td><td>incorporating intraspecific variation into species distribution models improves climate change analyses of a widespread west african tree species (pterocarpus erinaceus poir, fabaceae)</td></tr><tr><td>Source:</td><td>global ecology and conservation, 45</td></tr><tr><td>Year:</td><td>2023</td></tr></table>"	https://doi.org/10.1016/j.gecco.2023.e02538	0.2768	0.6422	3	344	2086	36	2.6129	2023	36	2.6129
229	oliveira (2025)	"<table><tr><td>Authors:</td><td>oliveira, mateus braga; bernardino, heder soares; vieira, alex borges; augusto, douglas a.</td></tr><tr><td>Title:</td><td>classification of animal species via deep neural networks and species distribution modeling: a systematic review</td></tr><tr><td>Source:</td><td>artificial intelligence review, 58(8)</td></tr><tr><td>Year:</td><td>2025</td></tr></table>"	https://doi.org/10.1007/s10462-024-11074-w	-0.0274	0.8964	3	336	897	4	2	2025	4	2
230	lee (2025a)	"<table><tr><td>Authors:</td><td>lee, jae-ho; chang, min-ho; shin, man-seok; lee, eun-seo; lee, jae-seok; seo, chang-wan</td></tr><tr><td>Title:</td><td>ensemble species distribution modeling of climate change impacts on endangered amphibians and reptiles in south korea</td></tr><tr><td>Source:</td><td>animals, 16(1)</td></tr><tr><td>Year:</td><td>2025</td></tr></table>"	https://doi.org/10.3390/ani16010095	-0.4211	0.7465	3	349	2217	0	0	2025	0	0
231	huang (2022)	"<table><tr><td>Authors:</td><td>huang, ruijie; du, huimin; wen, yuting; zhang, chunyan; zhang, mengran; lu, hao; wu, chenchen; zhao, baoyu</td></tr><tr><td>Title:</td><td>predicting the distribution of suitable habitat of the poisonous weed astragalus variabilis in china under current and future climate conditions</td></tr><tr><td>Source:</td><td>frontiers in plant science, 13</td></tr><tr><td>Year:</td><td>2022</td></tr></table>"	https://doi.org/10.3389/fpls.2022.921310	0.6711	0.2022	2	340	2069	20	0.4721	2022	20	0.4721
232	kharel (2024)	"<table><tr><td>Authors:</td><td>kharel, binay; ayer, santosh; kafle, samit; timilsina, sachin; bhatta, kishor prasad; gautam, jeetendra; acharya, amul kumar; lamichhane, prakash; airee, janak</td></tr><tr><td>Title:</td><td>current and future habitat suitability modelling of bambusa teres outside forest areas in nepal under climate change scenarios</td></tr><tr><td>Source:</td><td>advances in bamboo science, 9</td></tr><tr><td>Year:</td><td>2024</td></tr></table>"	https://doi.org/10.1016/j.bamboo.2024.100112	-0.2808	0.578	3	342	2019	9	0.9643	2024	9	0.9643
233	ha (2025)	"<table><tr><td>Authors:</td><td>ha, uirin; kim, hyungho; kim, seunguk; choe, hyeyeong</td></tr><tr><td>Title:</td><td>enhanced pine wilt disease outbreak prediction: integrating deep learning-detected infected trees with species distribution modeling</td></tr><tr><td>Source:</td><td>ecological informatics, 91</td></tr><tr><td>Year:</td><td>2025</td></tr></table>"	https://doi.org/10.1016/j.ecoinf.2025.103421	-0.0362	0.5518	3	340	1489	3	1.5	2025	3	1.5
234	amaro (2022)	"<table><tr><td>Authors:</td><td>amaro, george; fidelis, elisangela gomes; de medeiros, cristian madeira; da silva, ricardo siqueira</td></tr><tr><td>Title:</td><td>risk analysis of the spread of the quarantine pest mite schizotetranychus hindustanicus in brazil</td></tr><tr><td>Source:</td><td>experimental and applied acarology, 88(3-4), 263-275</td></tr><tr><td>Year:</td><td>2022</td></tr></table>"	https://doi.org/10.1007/s10493-022-00760-5	0.484	-0.555	2	342	3010	4	0.0944	2022	4	0.0944
235	wang (2022)	"<table><tr><td>Authors:</td><td>wang, hanlin; zhong, jinshan; xu, yingfan; luo, gai; jiang, boyu; hu, qiang; lin, yucheng; ran, jianghong</td></tr><tr><td>Title:</td><td>automatically detecting the wild giant panda using deep learning with context and species distribution model</td></tr><tr><td>Source:</td><td>ecological informatics, 72</td></tr><tr><td>Year:</td><td>2022</td></tr></table>"	https://doi.org/10.1016/j.ecoinf.2022.101868	-0.6769	0.5265	3	336	586	12	0.2833	2022	12	0.2833
236	fourcade (2021)	"<table><tr><td>Authors:</td><td>fourcade, yoan</td></tr><tr><td>Title:</td><td>fine-tuning niche models matters in invasion ecology. a lesson from the land planarian obama nungara.</td></tr><tr><td>Source:</td><td>ecological modelling, 457</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/10.1016/j.ecolmodel.2021.109686	0.7879	0.2738	2	348	2719	41	1.3425	2021	41	1.3425
237	ishoro (2023)	"<table><tr><td>Authors:</td><td>ishoro, akwaji patrick; alaba, ugbogu omokafe; chukwudi, chukwuma emmanuel; yahuza, tanimu; luke, soyewo temitope</td></tr><tr><td>Title:</td><td>occurrence and ecological niche modelling of irvingia gabonensis at cross river state, nigeria</td></tr><tr><td>Source:</td><td>journal of wildlife and biodiversity, 7, 96-127</td></tr><tr><td>Year:</td><td>2023</td></tr></table>"	https://doi.org/10.5281/zenodo.10023259	-0.5273	-0.0087	1	339	2267	2	0.1452	2023	2	0.1452
238	kim (2024)	"<table><tr><td>Authors:</td><td>kim, inyoo; nam, youngwoo; park, sinyoung; cho, wonhee; choi, kwanghun; ko, dongwook w.</td></tr><tr><td>Title:</td><td>enhancing pest control interventions by linking species distribution model prediction and population density assessment of pine wilt disease vectors in south korea</td></tr><tr><td>Source:</td><td>frontiers in ecology and evolution, 11</td></tr><tr><td>Year:</td><td>2024</td></tr></table>"	https://doi.org/10.3389/fevo.2023.1305573	0.0323	0.2386	2	344	3172	7	0.75	2024	7	0.75
239	zhang (2025)	"<table><tr><td>Authors:</td><td>zhang, heng; sun, yuyan; zhu, hanji; xiang, delong; wang, jianhua; zhang, famou; huang, sisi; li, yang</td></tr><tr><td>Title:</td><td>simulation and identification of the habitat of antarctic krill based on vessel position data and integrated species distribution model: a case study of pumping-suction beam trawl fishing vessels</td></tr><tr><td>Source:</td><td>animals, 15(11)</td></tr><tr><td>Year:</td><td>2025</td></tr></table>"	https://doi.org/10.3390/ani15111557	-0.0303	1.0682	3	104	125	2	1	2025	2	1
240	barber (2022)	"<table><tr><td>Authors:</td><td>barber, robert a.; ball, stuart g.; morris, roger k. a.; gilbert, francis</td></tr><tr><td>Title:</td><td>target-group backgrounds prove effective at correcting sampling bias in maxent models</td></tr><tr><td>Source:</td><td>diversity and distributions, 28(1), 128-141</td></tr><tr><td>Year:</td><td>2022</td></tr></table>"	https://doi.org/10.1111/ddi.13442	0.768	-0.6449	2	337	2638	120	2.8326	2022	120	2.8326
241	ijbari (2025)	"<table><tr><td>Authors:</td><td>ijbari, habibollah; vaezi, jamil; behroozian, maryam; ejtehadi, hamid</td></tr><tr><td>Title:</td><td>impact of climate change on the distributional potential of the endemic species tamarix dubia bunge and conservation implications for the irano-turanian region</td></tr><tr><td>Source:</td><td>ecology and evolution, 15(8)</td></tr><tr><td>Year:</td><td>2025</td></tr></table>"	https://doi.org/10.1002/ece3.71877	-0.0402	0.4868	3	345	2108	0	0	2025	0	0
242	baici (2023)	"<table><tr><td>Authors:</td><td>baici, jennifer e.; bowman, jeff</td></tr><tr><td>Title:</td><td>combining community science and maxent modeling to estimate wild turkey (meleagris gallopavo) winter abundance and distribution</td></tr><tr><td>Source:</td><td>avian conservation and ecology, 18(1)</td></tr><tr><td>Year:</td><td>2023</td></tr></table>"	https://doi.org/10.5751/ace-02390-180108	0.3996	-0.7267	2	339	2279	9	0.6532	2023	9	0.6532
243	bourel (2025)	"<table><tr><td>Authors:</td><td>bourel, benjamin; joly, alexis; servajean, maximilien; bettinger, simon; sanabria-fernandez, jose antonio; mouillot, david</td></tr><tr><td>Title:</td><td>from presence-only to abundance species distribution models using transfer learning</td></tr><tr><td>Source:</td><td>ecology letters, 28(7)</td></tr><tr><td>Year:</td><td>2025</td></tr></table>"	https://doi.org/10.1111/ele.70177	-0.0906	0.8733	3	336	475	3	1.5	2025	3	1.5
244	van steenderen (2024)	"<table><tr><td>Authors:</td><td>van steenderen, clarke j. m.; sutton, guy f.</td></tr><tr><td>Title:</td><td>climate covariate selection influences maxent model predictions and predictive accuracy under current and future climates</td></tr><tr><td>Source:</td><td>ecological modelling, 498</td></tr><tr><td>Year:</td><td>2024</td></tr></table>"	https://doi.org/10.1016/j.ecolmodel.2024.110872	0.9698	0.1205	2	342	2636	11	1.1786	2024	11	1.1786
245	huard (2022)	"<table><tr><td>Authors:</td><td>huard, jacqueline r.; proudfoot, beatrice; rooper, christopher n.; martin, tara g.; robinson, clifford l. k.</td></tr><tr><td>Title:</td><td>intertidal beach habitat suitability model for pacific sand lance (ammodytes personatus) in the salish sea, canada</td></tr><tr><td>Source:</td><td>canadian journal of fisheries and aquatic sciences, 79(10), 1681-1696</td></tr><tr><td>Year:</td><td>2022</td></tr></table>"	https://doi.org/10.1139/cjfas-2021-0335	0.8509	-0.0089	2	339	2187	14	0.3305	2022	14	0.3305
246	bourke (2025)	"<table><tr><td>Authors:</td><td>bourke, scott d.; bennington, steph m.; turner, sam; monks, joanne m.</td></tr><tr><td>Title:</td><td>ground-truthing of maxent models reveals poor predictive accuracy for lizards in the mackenzie basin, new zealand</td></tr><tr><td>Source:</td><td>ecology and evolution, 15(9)</td></tr><tr><td>Year:</td><td>2025</td></tr></table>"	https://doi.org/10.1002/ece3.72155	0.5024	0.2063	2	347	2449	0	0	2025	0	0
247	deneu (2021)	"<table><tr><td>Authors:</td><td>deneu, benjamin; servajean, maximilien; bonnet, pierre; botella, christophe; munoz, francois; joly, alexis</td></tr><tr><td>Title:</td><td>convolutional neural networks improve species distribution modelling by capturing the spatial structure of the environment</td></tr><tr><td>Source:</td><td>plos computational biology, 17(4)</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/10.1371/journal.pcbi.1008856	-0.6633	0.4061	1	344	1791	73	2.3903	2021	73	2.3903
248	mouafo (2023)	"<table><tr><td>Authors:</td><td>mouafo, alain d. t.; tedonzong, luc roscelin dongmo; ingram, daniel j.; binda, valery a.; ngwayi, itoe constantine n. f. o. r.; mayaka, theodore b.</td></tr><tr><td>Title:</td><td>maximum entropy modeling of giant pangolin smutsia gigantea (illiger, 1815) habitat suitability in a protected forest-savannah transition area of central cameroon</td></tr><tr><td>Source:</td><td>global ecology and conservation, 43</td></tr><tr><td>Year:</td><td>2023</td></tr></table>"	https://doi.org/10.1016/j.gecco.2023.e02395	0.2602	0.1255	2	344	2504	9	0.6532	2023	9	0.6532
249	kilak (2025)	"<table><tr><td>Authors:</td><td>kilak, shadi habibi; alavi, seyed jalil; esmailzadeh, omid</td></tr><tr><td>Title:</td><td>spatial resolution matters: unveiling the role of environmental predictors in english yew (taxus bacata l.) distribution using maxent modeling</td></tr><tr><td>Source:</td><td>earth science informatics, 18(2)</td></tr><tr><td>Year:</td><td>2025</td></tr></table>"	https://doi.org/10.1007/s12145-024-01646-3	0.6441	0.3561	2	348	2526	4	2	2025	4	2
250	schartel (2024)	"<table><tr><td>Authors:</td><td>schartel, tyler e.; cao, yong</td></tr><tr><td>Title:</td><td>background selection complexity influences maxent predictive performance in freshwater systems</td></tr><tr><td>Source:</td><td>ecological modelling, 488</td></tr><tr><td>Year:</td><td>2024</td></tr></table>"	https://doi.org/10.1016/j.ecolmodel.2023.110592	0.7958	-0.4217	2	344	3028	15	1.6071	2024	15	1.6071
251	anselmo (2025a)	"<table><tr><td>Authors:</td><td>anselmo, luca; caprio, enrico; baruzzi, andrea; serafini, matteo; bonelli, simona</td></tr><tr><td>Title:</td><td>where and how to conserve butterflies amid climate change: a model-based approach on papilio alexanor</td></tr><tr><td>Source:</td><td>biodiversity and conservation, 34(12), 4575-4615</td></tr><tr><td>Year:</td><td>2025</td></tr></table>"	https://doi.org/10.1007/s10531-025-03170-2	0.8926	0.1842	2	347	3080	0	0	2025	0	0
252	sara (2026)	"<table><tr><td>Authors:</td><td>sara, si-moussi; wilfried, thuiller; esther, galbrun; thibaud, decaens; sylvain, gerard; daniel, f. marchan; claire, marsden; yvan, capowiez; mickael, hedde</td></tr><tr><td>Title:</td><td>digging deeper: deep joint species distribution modeling reveals environmental drivers of earthworm communities</td></tr><tr><td>Source:</td><td>soil biology & biochemistry, 212</td></tr><tr><td>Year:</td><td>2026</td></tr></table>"	https://doi.org/10.1016/j.soilbio.2025.110021	0.0385	1.3355	3	146	254	2	1.6	2026	2	1.6
253	sill (2021)	"<table><tr><td>Authors:</td><td>sill, sonja r.; dawson, terence p.</td></tr><tr><td>Title:</td><td>climate change impacts on the ecological dynamics of two coral reef species, the humphead wrasse (cheilinus undulatus) and crown-of-thorns starfish (ancanthaster planci)</td></tr><tr><td>Source:</td><td>ecological informatics, 65</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/10.1016/j.ecoinf.2021.101399	0.4963	-0.2853	2	343	3200	17	0.5566	2021	17	0.5566
254	bharti (2021)	"<table><tr><td>Authors:</td><td>bharti, d. k.; shanker, kartik</td></tr><tr><td>Title:</td><td>environmental correlates of distribution across spatial scales in the intertidal gastropods littoraria and echinolittorina of the indian coastline</td></tr><tr><td>Source:</td><td>journal of molluscan studies, 87</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/10.1093/mollus/eyaa029	-0.103	0.1786	1	346	2552	5	0.1637	2021	5	0.1637
255	duret (2025)	"<table><tr><td>Authors:</td><td>duret, clement; bartet, tiphanie; hambuckers, alain; kishida, osamu; okada, sumio; taguchi, yuki; takahashi, mizuki k.; denoel, mathieu</td></tr><tr><td>Title:</td><td>loss of habitat suitability and distribution range of the endangered japanese giant salamander under climate change</td></tr><tr><td>Source:</td><td>frontiers of biogeography, 18</td></tr><tr><td>Year:</td><td>2025</td></tr></table>"	https://doi.org/10.21425/fob.18.133105	0.7559	0.4981	2	348	2636	4	2	2025	4	2
256	montoya (2025)	"<table><tr><td>Authors:</td><td>montoya, jorge luis; andino-mazariegos, anthonie ivanovish; merida, julio enrique; cruz, gustavo adolfo</td></tr><tr><td>Title:</td><td>spatial distribution models for the micrurus divaricatus complex (serpentes: elapidae) in nuclear central america with emphasis on honduras</td></tr><tr><td>Source:</td><td>phyllomedusa, 24(2), 175-200</td></tr><tr><td>Year:</td><td>2025</td></tr></table>"	https://doi.org/10.11606/issn.2316-9079.v24i2p175-200	-0.5192	0.647	3	348	2140	0	0	2025	0	0
257	moreno-contreras (2021)	"<table><tr><td>Authors:</td><td>moreno-contreras, israel; ruben rodriguez-ruiz, erick; sanchez-gonzalez, luis a.; navarro-siguenza, adolfo g.</td></tr><tr><td>Title:</td><td>environmental factors shape the nonbreeding distribution of the harlan's red-tailed hawk: a maximum entropy approach</td></tr><tr><td>Source:</td><td>journal of raptor research, 55(1), 79-92</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/10.3356/0892-1016-55.1.79	0.9943	0.0667	2	343	2245	2	0.0655	2021	2	0.0655
258	changjun (2021)	"<table><tr><td>Authors:</td><td>changjun, gu; yanli, tu; linshan, liu; bo, wei; yili, zhang; haibin, yu; xilong, wang; zhuoga, yangjin; binghua, zhang; bohao, cui</td></tr><tr><td>Title:</td><td>predicting the potential global distribution of ageratina adenophora under current and future climate change scenarios</td></tr><tr><td>Source:</td><td>ecology and evolution, 11(17), 12092-12113</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/10.1002/ece3.7974	-0.0796	0.5376	2	342	2192	57	1.8664	2021	57	1.8664
259	ramirez-rodriguez (2025)	"<table><tr><td>Authors:</td><td>ramirez-rodriguez, ruben; rocha, joao; crespi, antonio l.; amich, francisco</td></tr><tr><td>Title:</td><td>modelling the present potential habitat distribution of the near-threatened endemic species silene marizii: implications for conservation</td></tr><tr><td>Source:</td><td>plant biosystems, 159(1), 154-163</td></tr><tr><td>Year:</td><td>2025</td></tr></table>"	https://doi.org/10.1080/11263504.2025.2449928	-0.3333	0.1942	1	346	2614	2	1	2025	2	1
260	giraldo-kalil (2023)	"<table><tr><td>Authors:</td><td>giraldo-kalil, laura j.; pinilla-buitrago, gonzalo e.; lira-noriega, andres; lorea-hernandez, francisco; nunez-farfan, juan</td></tr><tr><td>Title:</td><td>ecological niche comparison among closely related tree species of lauraceae using climatic and edaphic data</td></tr><tr><td>Source:</td><td>frontiers of biogeography, 15(3)</td></tr><tr><td>Year:</td><td>2023</td></tr></table>"	https://doi.org/10.21425/f5fbg59528	0.634	0.2506	2	346	2317	4	0.2903	2023	4	0.2903
261	estopinan (2022)	"<table><tr><td>Authors:</td><td>estopinan, joaquim; servajean, maximilien; bonnet, pierre; munoz, francois; joly, alexis</td></tr><tr><td>Title:</td><td>deep species distribution modeling from sentinel-2 image time-series: a global scale analysis on the orchid family</td></tr><tr><td>Source:</td><td>frontiers in plant science, 13</td></tr><tr><td>Year:</td><td>2022</td></tr></table>"	https://doi.org/10.3389/fpls.2022.839327	-0.0767	0.75	3	344	1240	23	0.5429	2022	23	0.5429
262	sampaio (2023)	"<table><tr><td>Authors:</td><td>sampaio, augusto cesar p.; de m, b. cavalcante, arnobio</td></tr><tr><td>Title:</td><td>accurate species distribution models: minimum required number ofspecimen records in the caatinga biome</td></tr><tr><td>Source:</td><td>anais da academia brasileira de ciencias, 95(2)</td></tr><tr><td>Year:</td><td>2023</td></tr></table>"	https://doi.org/10.1590/0001-3765202320201421	-0.075	-0.3817	1	340	2438	10	0.7258	2023	10	0.7258
263	tang (2022)	"<table><tr><td>Authors:</td><td>tang, shuang-li; song, yao-bin; zeng, bo; dong, ming</td></tr><tr><td>Title:</td><td>potential distribution of the extremely endangered species ostrya rehderiana (betulaceae) in china under future climate change</td></tr><tr><td>Source:</td><td>environmental science and pollution research, 29(5), 7782-7792</td></tr><tr><td>Year:</td><td>2022</td></tr></table>"	https://doi.org/10.1007/s11356-021-16268-1	0.4929	-0.0643	2	339	2542	17	0.4013	2022	17	0.4013
264	tang (2021)	"<table><tr><td>Authors:</td><td>tang, shuang-li; song, yao-bin; zeng, bo; dong, ming</td></tr><tr><td>Title:</td><td>present and future climate-related distribution of narrow- versus wide-ranged ostrya species in china</td></tr><tr><td>Source:</td><td>forests, 12(10)</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/10.3390/f12101366	0.2218	0.483	2	343	2309	5	0.1637	2021	5	0.1637
265	gillespie (2024)	"<table><tr><td>Authors:</td><td>gillespie, lauren e.; ruffley, megan; alonso, moises exposito -</td></tr><tr><td>Title:</td><td>deep learning models map rapid plant species changes from citizen science and remote sensing data</td></tr><tr><td>Source:</td><td>proceedings of the national academy of sciences of the united states of, 121(37)</td></tr><tr><td>Year:</td><td>2024</td></tr></table>"	https://doi.org/10.1073/pnas.2318296121	0.0341	1.0848	3	163	228	25	2.6786	2024	25	2.6786
266	amesoeder (2024)	"<table><tr><td>Authors:</td><td>amesoeder, christian; hartig, florian; pichler, maximilian</td></tr><tr><td>Title:</td><td>'cito': an r package for training neural networks using 'torch'</td></tr><tr><td>Source:</td><td>ecography, 2024(6)</td></tr><tr><td>Year:</td><td>2024</td></tr></table>"	https://doi.org/10.1111/ecog.07143	0.1339	1.0204	3	224	307	3	0.3214	2024	3	0.3214
267	lim (2024)	"<table><tr><td>Authors:</td><td>lim, daniel shan en; pang, sean eng howe; koay, tze min; soh, zestin wen wen; ascher, john s.; tan, eunice jingmei</td></tr><tr><td>Title:</td><td>community science enhances modelled bee distributions in a tropical asian city</td></tr><tr><td>Source:</td><td>biotropica, 56(2)</td></tr><tr><td>Year:</td><td>2024</td></tr></table>"	https://doi.org/10.1111/btp.13298	0.8055	0.4664	2	346	2296	0	0	2024	0	0
268	zarzo-arias (2022)	"<table><tr><td>Authors:</td><td>zarzo-arias, alejandra; penteriani, vincenzo; gabor, lukas; simova, petra; grattarola, florencia; moudry, vitezslav</td></tr><tr><td>Title:</td><td>importance of data selection and filtering in species distribution models: a case study on the cantabrian brown bear</td></tr><tr><td>Source:</td><td>ecosphere, 13(12)</td></tr><tr><td>Year:</td><td>2022</td></tr></table>"	https://doi.org/10.1002/ecs2.4284	0.6962	-0.1253	2	347	2590	16	0.3777	2022	16	0.3777
269	yuan (2025)	"<table><tr><td>Authors:</td><td>yuan, xiaojuan; ran, weiwei; xu, wenming; zhao, yuanqi; su, di; song, yuehua</td></tr><tr><td>Title:</td><td>potential distribution of tribe erythroneurini in china based on the r-optimized maxent model, with implications for management</td></tr><tr><td>Source:</td><td>insects, 16(5)</td></tr><tr><td>Year:</td><td>2025</td></tr></table>"	https://doi.org/10.3390/insects16050450	0.405	0.2252	2	346	2615	2	1	2025	2	1
270	estopinan (2024)	"<table><tr><td>Authors:</td><td>estopinan, joaquim; servajean, maximilien; bonnet, pierre; joly, alexis; munoz, francois</td></tr><tr><td>Title:</td><td>mapping global orchid assemblages with deep learning provides novel conservation insights</td></tr><tr><td>Source:</td><td>ecological informatics, 81</td></tr><tr><td>Year:</td><td>2024</td></tr></table>"	https://doi.org/10.1016/j.ecoinf.2024.102627	0.1415	0.9286	3	278	516	5	0.5357	2024	5	0.5357
271	bi (2026)	"<table><tr><td>Authors:</td><td>bi, haojie; xin, xiaoyu; liu, wenlu; li, tianfeng; li, linyuan; zong, shixiang</td></tr><tr><td>Title:</td><td>a four-tier warning framework for pine wilt disease: integrating species distribution models and smart sensing approaches</td></tr><tr><td>Source:</td><td>pest management science, 82(2), 1680-1692</td></tr><tr><td>Year:</td><td>2026</td></tr></table>"	https://doi.org/10.1002/ps.70314	1.2894	0.2829	2	182	202	1	0.8	2026	1	0.8
272	rush (2023)	"<table><tr><td>Authors:</td><td>rush, lindsey m.; svancara, leona k.; smith, ian t.; knetter, sonya j.; karl, jason w.; rachlow, janet l.</td></tr><tr><td>Title:</td><td>intraspecific variation in habitat relationships for pygmy rabbits: implications for conservation of habitat specialists</td></tr><tr><td>Source:</td><td>ecosphere, 14(7)</td></tr><tr><td>Year:</td><td>2023</td></tr></table>"	https://doi.org/10.1002/ecs2.4625	0.4759	0.4082	2	342	2520	0	0	2023	0	0
273	chiatante (2022)	"<table><tr><td>Authors:</td><td>chiatante, gianpasquale</td></tr><tr><td>Title:</td><td>spatial distribution of an assemblage of an endemic genus of birds: an example from madagascar</td></tr><tr><td>Source:</td><td>african journal of ecology, 60(1), 13-26</td></tr><tr><td>Year:</td><td>2022</td></tr></table>"	https://doi.org/10.1111/aje.12917	0.3197	-0.9301	2	341	2579	4	0.0944	2022	4	0.0944
274	sanguet (2022)	"<table><tr><td>Authors:</td><td>sanguet, arthur; wyler, nicolas; petitpierre, blaise; honeck, erica; poussin, charlotte; martin, pascal; lehmann, anthony</td></tr><tr><td>Title:</td><td>beyond topo-climatic predictors: does habitats distribution and remote sensing information improve predictions of species distribution models?</td></tr><tr><td>Source:</td><td>global ecology and conservation, 39</td></tr><tr><td>Year:</td><td>2022</td></tr></table>"	https://doi.org/10.1016/j.gecco.2022.e02286	0.0593	0.6441	3	347	3348	14	0.3305	2022	14	0.3305
275	ciliberti (2025)	"<table><tr><td>Authors:</td><td>ciliberti, pasquale; starkevich, pavel; podenas, sigitas</td></tr><tr><td>Title:</td><td>exploring potential distribution and environmental preferences of three species of dicranomyia (diptera: limoniidae: limoniinae) across the western palaearctic realm using maxent</td></tr><tr><td>Source:</td><td>insects, 16(10)</td></tr><tr><td>Year:</td><td>2025</td></tr></table>"	https://doi.org/10.3390/insects16101022	0.4028	-0.5763	2	342	2323	0	0	2025	0	0
276	pang (2021)	"<table><tr><td>Authors:</td><td>pang, sean e. h.; de alban, jose don t.; webb, edward l.</td></tr><tr><td>Title:</td><td>effects of climate change and land cover on the distributions of a critical tree family in the philippines</td></tr><tr><td>Source:</td><td>scientific reports, 11(1)</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/10.1038/s41598-020-79491-9	0.715	0.4267	2	347	2418	33	1.0805	2021	33	1.0805
277	anjita (2025)	"<table><tr><td>Authors:</td><td>anjita, n. a.; banerjee, biplab; jayaluxmi, indu</td></tr><tr><td>Title:</td><td>a maxent-based framework for modelling desert locust habitat suitability: balancing accuracy and temporal transferability</td></tr><tr><td>Source:</td><td>modeling earth systems and environment, 12(1)</td></tr><tr><td>Year:</td><td>2025</td></tr></table>"	https://doi.org/10.1007/s40808-025-02701-8	0.7624	0.3442	2	341	2350	1	0.5	2025	1	0.5
278	baral (2025)	"<table><tr><td>Authors:</td><td>baral, nishan; joshi, suraj; rai, nitant; joshi, ankit bilash; poudel, kiran; yadav, shailendra kumar</td></tr><tr><td>Title:</td><td>breeding habitat suitability modeling of white-rumped vulture (gyps bengalensis, gmelin jf, 1788) in proximity to vulture restaurants in central lowland of nepal</td></tr><tr><td>Source:</td><td>frontiers in conservation science, 6</td></tr><tr><td>Year:</td><td>2025</td></tr></table>"	https://doi.org/10.3389/fcosc.2025.1645493	0.2786	0.204	2	348	2375	1	0.5	2025	1	0.5
279	lee (2025b)	"<table><tr><td>Authors:</td><td>lee, jae-ho; shin, man-seok; lee, eun-seo; lee, jae-seok; seo, chang-wan</td></tr><tr><td>Title:</td><td>climate refugia of endangered mammals in south korea under ssp climate scenarios: an ensemble species distribution modeling approach</td></tr><tr><td>Source:</td><td>diversity-basel, 18(1)</td></tr><tr><td>Year:</td><td>2025</td></tr></table>"	https://doi.org/10.3390/d18010019	-0.2777	0.7173	3	346	2612	0	0	2025	0	0
280	rademaker (2025)	"<table><tr><td>Authors:</td><td>rademaker, mark; de la barra, paula; van leeuwen, anieke; bijleveld, allert i.</td></tr><tr><td>Title:</td><td>benthic invertebrates in the wadden sea form a stable community characterized by facilitating relationships</td></tr><tr><td>Source:</td><td>ecosphere, 16(4)</td></tr><tr><td>Year:</td><td>2025</td></tr></table>"	https://doi.org/10.1002/ecs2.70212	-0.2626	1.7303	3	16	19	1	0.5	2025	1	0.5
281	gulcin (2021)	"<table><tr><td>Authors:</td><td>gulcin, derya; arslan, e. seda; orucu, omer k.</td></tr><tr><td>Title:</td><td>effects of climate change on the ecological niche of common hornbeam (carpinus betulus l.)</td></tr><tr><td>Source:</td><td>ecological informatics, 66</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/10.1016/j.ecoinf.2021.101478	0.6346	0.4873	2	342	2237	23	0.7531	2021	23	0.7531
282	chiatante (2021)	"<table><tr><td>Authors:</td><td>chiatante, gianpasquale</td></tr><tr><td>Title:</td><td>habitat requirements of the masked shrike lanius nubicus in the southern balkans</td></tr><tr><td>Source:</td><td>bird study, 68(2), 198-210</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/10.1080/00063657.2021.1977780	0.2073	-0.7194	2	346	2554	4	0.131	2021	4	0.131
